seed,condition,pws_final_half,pws_slope,pws_mean,pws_std,pws_q1,pws_q2,pws_q3,pws_q4
84,treatment,0.7972086466519763,1.7301322729581617e-05,0.7988811480594324,0.047519309096816204,0.8136818728862333,0.8754801831887087,0.9532619904617886,0.9169863400209233
86,control,0.757476480911709,-1.4626251251786756e-05,0.75719219401988,0.03831731028592561,,,,
85,treatment,0.7691273242557373,2.511561243909834e-06,0.7762954791308798,0.050923126604822185,0.8054265249654057,0.8780945486046318,0.9418774992393042,0.8972223407039598
87,control,0.75974131336774,-3.3745444142013457e-06,0.7580291546500293,0.03876515581098085,,,,
86,treatment,0.7904275632204488,4.345516128531228e-05,0.7900506737543824,0.04885620936048977,0.8181174593319736,0.8728993361535071,0.9509947658405058,0.9112002647893577
88,control,0.760480212913384,8.475101502467451e-06,0.7579705130368718,0.038531871091406406,,,,
89,control,0.7584652480020005,-4.907643265546678e-06,0.7570233944719069,0.038425060080052045,,,,
87,treatment,0.7833428142865932,3.642209612700633e-05,0.7868102628148343,0.05076240198597877,0.8207237833191371,0.882563877786647,0.9511668337278811,0.908904907576074
90,control,0.7613235043402448,1.4331329192211336e-05,0.7590179468560604,0.03812087681485356,,,,
88,treatment,0.7817241328226087,-1.290110013999883e-05,0.7842564685942077,0.051338644821584414,0.8179869088465762,0.8852746763282439,0.9485799126443106,0.9073262224459322
89,treatment,0.7844892551877757,3.394991374717261e-05,0.7870944922834702,0.04915278540286279,0.8084149378367628,0.8768133964550208,0.9522532477335007,0.9144823132860027
91,control,0.7590030793313163,2.6883666979989815e-06,0.758147377640742,0.03858145805631528,,,,
90,treatment,0.7818580713770162,1.2225666070548384e-06,0.7898533733364256,0.051631789077065005,0.8153660365222638,0.8811117806823919,0.9450970085442822,0.9020966211039618
92,control,0.7586241434050427,-4.837702172631621e-06,0.7569850817548172,0.038478292569467776,,,,
91,treatment,0.7846106924047503,-5.794610688956979e-05,0.7953680692124262,0.05048748690141374,0.8048965977030356,0.8731688505355675,0.9497271962924261,0.9097699013890163
93,control,0.7588876311321053,-5.754821853744653e-06,0.7580066046512378,0.0383623123000242,,,,
92,treatment,0.7718199182336001,-4.650782892041742e-05,0.7858484286390061,0.05166348799452375,0.8148360753892472,0.8821229595085323,0.9449431775043177,0.9019527739356337
94,control,0.7585056818033803,-8.955604454749676e-07,0.7571843252819993,0.03820165863588798,,,,
93,treatment,0.7743804853116449,0.00011786434205120386,0.7754105919000784,0.0545422445345316,0.8038885806604846,0.8752608550453738,0.9498620171959539,0.9070250413056427
95,control,0.7581204919810108,-3.4619449527760514e-06,0.7566988104703645,0.0375887582454456,,,,
96,control,0.7583138360801118,-1.27673334675256e-05,0.7576431759973227,0.03850542523389409,,,,
94,treatment,0.7772143733414927,-9.532596764045901e-05,0.791518184377649,0.05285916624296201,0.8138625170774912,0.8804165885878806,0.9476474438924957,0.9060886343974258
97,control,0.7602269550515965,4.787179421434719e-06,0.7591699891428388,0.03851079106248323,,,,
95,treatment,0.7870556842744066,-1.4508500653925114e-05,0.7913146343305759,0.04948681550305603,0.8062204887568007,0.8774699655147354,0.9518441176007533,0.9107846510862865
96,treatment,0.7888725514315366,-1.9923619959207267e-05,0.7961164615605402,0.04820459145371317,0.8046468974772154,0.8761772091741861,0.9542591240937268,0.9185847353758978
98,control,0.7577420230545802,-4.9509438783298165e-06,0.7570123996101584,0.03816774766056278,,,,
97,treatment,0.7735712721826361,-8.352519829745366e-05,0.7873252818933488,0.049678197691338535,0.820157789791007,0.8860647995676727,0.9419861741348541,0.8955329310298578
99,control,0.7581291581274394,5.123235746931262e-06,0.7564262659771915,0.038238480158218235,,,,
100,control,0.7603421518410937,-1.1878546684745635e-06,0.7580518890392306,0.03827773144220697,,,,
98,treatment,0.7776129573425927,1.4396316144199584e-05,0.7809147371080081,0.050013149415287506,0.8187926268561108,0.8834863845205775,0.9442156355259522,0.9016403288918088
101,control,0.7584068977099716,9.988441632774015e-07,0.7567306019194973,0.03879628457502089,,,,
99,treatment,0.7873961311177998,-2.142769447724123e-05,0.7918969302788609,0.04994656306355948,0.8113590401939893,0.8736790507441685,0.9543849930207847,0.9161375896769554
100,treatment,0.7838972315936531,-2.5252546486662e-06,0.7857920519947841,0.0534431115880773,0.801078977428528,0.8692493188863468,0.9496067407009606,0.9097810637512428
102,control,0.7582486661432442,-1.4578785510886496e-05,0.7574629024828514,0.03795365918596985,,,,
101,treatment,0.7828529024924238,1.5615376218788672e-05,0.7924885797834915,0.052700342081780045,0.8160525379266423,0.876364656771172,0.9448260964647919,0.902204999527318
103,control,0.7590532122212982,3.886746674895902e-06,0.7573985790520229,0.038371883175796366,,,,
104,control,0.7598324125202157,1.1097660671260845e-05,0.7567377640631577,0.038115806116889105,,,,
102,treatment,0.7845710131949556,5.561919749181788e-05,0.786195445595081,0.05013629481733436,0.8210074666789596,0.8839308254672804,0.9503895937599381,0.9086274878206245
105,control,0.7580255489523224,2.0804316636691373e-07,0.7565319894794851,0.03805942654236348,,,,
103,treatment,0.77318809794814,-0.00012088029609359313,0.7876502555835279,0.054368840578435766,0.8059264903205804,0.8701130553049934,0.9455547049455291,0.9061415667166814
104,treatment,0.7834211617907009,3.911973824393522e-05,0.7850740402098666,0.053377114261310706,0.8106990353264029,0.873771446859811,0.9529233464885273,0.9137111467320868
106,control,0.7576041285689817,-1.6114778983062854e-06,0.7570817055459359,0.038493309041648154,,,,
107,control,0.7588637019199657,-5.168992190300773e-07,0.7577241538073133,0.038165470838033844,,,,
105,treatment,0.7851841365194898,-1.985588597664766e-05,0.7882962208474191,0.05025172188381214,0.8086860316820018,0.8802916871335532,0.9487788665845212,0.9091772294765954
106,treatment,0.7866480066584184,-4.407118730355742e-05,0.7964476706661716,0.05061385371302357,0.8000104387313045,0.8704650523674756,0.9539496754670088,0.9174923350714292
108,control,0.7613385065172634,3.773081231361674e-06,0.7593870175862176,0.03837731481469471,,,,
